logA,A_s,H_star_Jmol,H_star_kJmol,x,beta,T0_K,T0_C,scale_Jg,rmse_phenom,r2_50s_phenom,r2_500s_phenom,r2_50s_exp,r2_500s_exp
-27.999999999999996,1.0000000000000082e-28,213481.38478471184,213.48138478471185,0.8661510892592577,0.7299584855631454,404.6995386892965,131.54953868929653,6.598924452585727,0.16520956246513716,0.9922387257241579,0.9970191310116927,0.9469579034383538,0.9857521891319859
