method,logA,A_s,H_star_kJmol,x,beta,T0_K,T0_C,scale_Jg,cost,rmse,r2_50s,r2_500s,t_s
MultiStart_LBFGSB,-23.576286908408218,2.6528524263369588e-24,182.98811842623033,0.99,0.99,460.0,186.85000000000002,6.512370951677877,0.9530101526618151,0.2182899622820315,0.8199952172672063,0.7881524846531879,273.0723807811737
