method,logA,A_s,H_star_kJmol,x,beta,T0_K,T0_C,scale_Jg,cost,rmse,r2_50s,r2_500s,nfe_de,nfe_polish,t_de_s,t_polish_s
GA+Polish,-25.06797259597548,8.551206693806729e-26,198.849854800701,0.8901971754498396,0.9899999999866078,459.9999999187124,186.8499999187124,9.999999986582804,0.9562340239315443,0.21865886946697868,0.8203938867668654,0.7796833488752097,50400,21,291.6029484272003,0.10251688957214355
