t_s,dh_50s_Jg,dh_500s_Jg
0.1,0.18155342880283065,3.709563122478846
0.11492187010036997,0.189082393257058,3.7095944089131483
0.13207036227366312,0.19691666796757534,3.7096303610190646
0.15177773017322715,0.20506804102348397,3.7096716740887654
0.1744258059109661,0.21354870449804952,3.7097191468724056
0.20045339809052393,0.22237126376166305,3.709773696922296
0.23036479376536942,0.23154874657116586,3.7098363781967403
0.26473952904802295,0.24109461187972325,3.709908401251149
0.30424361767690017,0.2510227583059743,3.7099911563898775
0.3496424550953135,0.26134753219529916,3.7100862402039425
0.4018156480603806,0.2720837351997618,3.710195485977925
0.4617740571069104,0.28324663129660266,3.7103209985145233
0.5306793820656118,0.29485195315794765,3.710465193997892
0.6098666701068886,0.30691590777685906,3.7106308455975707
0.7008701824056901,0.31945518124670613,3.7108211356036724
0.8054531205964933,0.3324869425823156,3.711039714981253
0.9256417889712784,0.3460288464622723,3.7112907713370094
1.063764854316313,0.3600990347622153,3.71157910640398
1.2224984640507832,0.3747161367388907,3.7119102242681965
1.404918096835459,0.38989926771420613,3.7122904316828453
1.6145581502618365,0.4056680260974881,3.712726951936664
1.855480420138844,0.4220424885726164,3.713228053858468
2.1323527981697614,0.43904320326479596,3.713803197641045
2.4505397127942574,0.45669118068930903,3.7144631992442037
2.816206065495396,0.4750078822718793,3.7152204151737194
3.2364366763473593,0.4940152062171581,3.7160889494104263
3.7193735530726437,0.5137354704885588,3.717084884155698
4.274373643209657,0.5341913926490873,3.7182265358322857
4.912190125853853,0.5554060662992626,3.7195347373899157
5.645180755516966,0.5774029338346249,3.7210331473593357
6.487547294786292,0.6002057552319311,3.722748585210461
7.455610674814369,0.6238385725600386,3.72471139132036
8.568127214899487,0.6483256698989521,3.7269558081521907
9.846652027941236,0.6736915283385905,3.7295203769822067
11.315956652786067,0.6999607757180208,3.7324483415763243
13.004509005128979,0.7271581307561941,3.7357880464990907
14.94502494606524,0.755308341217185,3.7395933131392707
17.175102154984984,0.7844361157467206,3.743923770996924
19.737948588157685,0.8145660490129236,3.7488451153031743
22.683219636960388,0.8457225397830581,3.7544292547514018
26.06798020576923,0.8779297015701442,3.7607543052853334
29.95781034986427,0.9112112654891913,3.7679043780179184
34.42807589518621,0.9455904749729815,3.7759691022361066
39.56538865832268,0.9810899720125548,3.785042819214396
45.46928455862411,1.01773167460843,3.7952233807130797
52.25415213602958,1.0555366451459043,3.8066104894030612
60.051448839817624,1.0945249494423193,3.819303529064004
69.01224802908534,1.1347155062567942,3.833398852215075
79.31016603333059,1.1761259271044757,3.848986523368798
91.14472598521193,1.2187723462788127,3.866146557870977
104.74522360006343,1.2626692410576097,3.8849447482422677
120.37516980200697,1.3078292421526871,3.90542822889522
138.33739627296222,1.354262934559785,3.927620990502145
158.9799228450477,1.4019786490758595,3.951519609374253
182.70270041765394,1.4509822448760659,3.9770894958411276
209.96536004384438,1.5012768836832953,4.004261979734912
241.29611832536096,1.5528627962199049,4.03293253362628
277.30201165910637,1.605737041804864,4.062960382307496
318.68065762459105,1.6598932621503102,4.0941696623865065
366.23377139033727,1.7153214306197357,4.126352186627674
420.88269902088933,1.7720075984355486,4.159271746394679
483.6862686437176,1.8299336395662076,4.192669767219016
555.8613053440597,1.8890769962816054,4.226272031724981
638.8062072657212,1.9494104276386466,4.259796112323729
734.1280397070122,2.0109017634449913,4.292959119621968
843.6736721624852,2.073513666545385,4.325485372067682
969.5655615935925,2.1372034065783976,4.357113623639686
1114.24287523251,2.201922648657867,4.387603541593259
1280.5087496773324,2.267617260737772,4.416741196114297
1471.5846019280557,2.3342271437158306,4.444343399217042
1691.172544644807,2.401686088612785,4.470260803926347
1943.5271149298264,2.4699216654230667,4.494379741501832
2233.5377063851233,2.538855148459205,4.51662283123356
2566.8233015746946,2.6084014831965443,4.536948443115178
2949.841340341698,2.678469299755357,4.555349128776296
3390.012833314499,2.7489609782217004,4.571849161493598
3895.8661446875603,2.8197727709932368,4.58650134323858
4477.20223008213,2.8907949872276166,4.599383246830879
5145.284530985853,2.9619122442545756,4.610593065365989
5913.057204993993,3.033003790473942,4.620245239878507
6795.3959200837635,3.1039439037862495,4.628466030120613
7809.396072084504,3.1746023689769673,4.63538918264496
8974.70400958435,3.244845036687748,4.641151835305133
10313.897683787221,3.314534465648552,4.645890778133122
11852.924098447018,3.3835306487062957,4.649739167815612
13621.602035512731,3.451691821865671,4.652823767414302
15654.199796841294,3.518875354057746,4.655262755573278
17990.09915577833,3.584938713679395,4.657164121481297
20674.55838273133,3.649740506115716,4.658624634723442
23759.58912842765,3.713141574490345,4.659729354330612
27304.964154553254,3.775006153815365,4.660551620196645
31379.375436648275,3.8352030665730497,4.661153453736274
36061.765077612334,3.893606945605215,4.661586284004447
41442.85481839423,3.9500994680715458,4.661891910845039
47626.903780279936,4.004570582234277,4.662103617849037
54733.7284952015,4.056919707010133,4.662247354363717
62901.02436234466,4.107056882685507,4.662342916479771
72287.0335094958,4.154903850006724,4.662405070517683
83073.61074919369,4.200395034125183,4.662444577585918
95469.74703287536,4.243478409687289,4.66246909286893
109715.61867027283,4.2841162237955155,4.662483927180915
126087.24076806821,4.322285554703641,4.662492670050276
144901.81504862008,4.357978686003591,4.662497682606649
166523.87566325354,4.391203278749517,4.662500474634166
191372.35207582582,4.4219823274551215,4.66250198347829
219928.68586060326,4.450353890168424,4.662502773454261
252746.15867817323,4.476370587812402,4.662503173563841
290460.6121598046,4.500098873577949,4.66250336929463
333802.7673990301,4.521618079222754,4.662503461624334
383612.3827417535,4.5410192514801695,4.6625035035498845
440854.524183412,4.558403798192434,4.662503521843028
506638.26361366495,4.573881969997343,4.662503529498117
582238.1671888661,4.5875712091403695,4.662503532564353
669118.9901715636,4.599594401969412,4.662503533737505
768964.0567018717,4.6100780756179836,4.662503534165318
883707.8743614602,4.61915058203974,4.662503534313679
1015573.615440418,4.626940313710555,4.662503534362489
1167116.1911100682,4.633573994812397,4.662503534377686
1341271.7530678983,4.639175089482305,4.662503534382152
1541414.5817536453,4.643862364766182,4.662503534383387
1771422.4633510853,4.647748640376191,4.662503534383708
2035751.8222611083,4.650939750427146,4.662503534383786
2339524.0647448255,4.653533734330424,4.662503534383804
2688624.806652944,4.655620265342016,4.6625035343838075
3089817.9077880196,4.657280316340602,4.662503534383808
3550876.5223261174,4.658586053727174,4.662503534383808
4080733.7044121553,4.659600942360613,4.662503534383808
4689655.486926553,4.660380037604949,4.662503534383808
5389439.7868406065,4.660970435221406,4.662503534383808
6193644.990970618,4.6614118462461684,4.662503534383808
7117852.651001326,4.661737262283714,4.662503534383808
8179969.377519484,4.6619736768110345,4.662503534383808
9400573.782282984,4.662142829993054,4.662503534383808
10803315.190764666,4.662261947898327,4.662503534383808
12415371.850064106,4.662344451528042,4.662503534383808
14267977.510008572,4.6624006163234,4.662503534383808
16397026.580002053,4.662438168369906,4.662503534383808
18843769.5865931,4.6624628089652225,4.662503534383808
21655612.406317543,4.6624786642081295,4.662503534383808
24887034.759027854,4.662488660529491,4.662503534383808
28600645.757603914,4.662494830449512,4.662503534383808
32868396.965420544,4.662498555237662,4.662503534383808
37772976.46467455,4.66250075259493,4.662503534383808
43409410.945776604,4.662502018071525,4.662503534383808
49886906.858441174,4.662502728829,4.662503534383808
57330966.296950325,4.66250311773412,4.662503534383808
65885818.615068145,4.662503324816218,4.662503534383808
75717214.88337399,4.662503431997711,4.662503534383808
87015639.33188906,4.662503485856449,4.662503534383808
100000000.0,4.6625035120992795,4.662503534383808
