Index,t/s,Ts/Cel,Tr/Cel,Value/(Wg^-1)
1512,1512,88.097,88.000,0.452904
1513,1513,87.095,87.000,0.44439
1514,1514,86.093,86.000,0.435356
1515,1515,85.090,85.000,0.426104
1516,1516,84.088,84.000,0.416568
1517,1517,83.086,83.000,0.406855
1518,1518,82.083,82.000,0.396743
1519,1519,81.081,81.000,0.38664
1520,1520,80.078,80.000,0.37647
1521,1521,79.076,79.000,0.36633
1522,1522,78.073,78.000,0.356149
1523,1523,77.071,77.000,0.345988
1524,1524,76.069,76.000,0.335942
1525,1525,75.066,75.000,0.326093
1526,1526,74.064,74.000,0.316666
1527,1527,73.062,73.000,0.307448
1528,1528,72.060,72.000,0.29852
1529,1529,71.058,71.000,0.289767
1530,1530,70.056,70.000,0.281485
1531,1531,69.054,69.000,0.273446
1532,1532,68.052,68.000,0.265721
1533,1533,67.051,67.000,0.258198
1534,1534,66.049,66.000,0.251145
1535,1535,65.048,65.000,0.244305
1536,1536,64.046,64.000,0.237786
1537,1537,63.045,63.000,0.23148
1538,1538,62.043,62.000,0.225633
1539,1539,61.042,61.000,0.2199
1540,1540,60.041,60.000,0.214343
1541,1541,59.040,59.000,0.208921
1542,1542,58.038,58.000,0.203925
1543,1543,57.037,57.000,0.199121
1544,1544,56.036,56.000,0.194558
1545,1545,55.035,55.000,0.19006
1546,1546,54.034,54.000,0.1858
1547,1547,53.033,53.000,0.18156
1548,1548,52.033,52.000,0.177304
1549,1549,51.032,51.000,0.173062
1550,1550,50.031,50.000,0.168853
1551,1551,49.030,49.000,0.164509
1552,1552,48.029,48.000,0.160246
1553,1553,47.028,47.000,0.156286
1554,1554,46.027,46.000,0.152143
1555,1555,45.026,45.000,0.148061
1556,1556,44.026,44.000,0.144959
1557,1557,43.025,43.000,0.142133
1558,1558,42.024,42.000,0.139346
1559,1559,41.024,41.000,0.136042
1560,1560,40.023,40.000,0.132898
1561,1561,39.022,39.000,0.1303
1562,1562,38.022,38.000,0.128073
1563,1563,37.021,37.000,0.12601
1564,1564,36.021,36.000,0.124645
1565,1565,35.021,35.000,0.124429
1566,1566,34.021,34.000,0.122977
1567,1567,33.020,33.000,0.121112
1568,1568,32.020,32.000,0.119068
1569,1569,31.019,31.000,0.116952
1570,1570,30.019,30.000,0.114722
1571,1571,30.019,30.000,0.115482
1572,1572,30.019,30.000,0.113745
1573,1573,30.018,30.000,0.111486
1574,1574,30.018,30.000,0.109123
1575,1575,30.018,30.000,0.106706
1576,1576,30.017,30.000,0.104355
1577,1577,30.017,30.000,0.102025
1578,1578,30.016,30.000,0.099702
1579,1579,30.016,30.000,0.0974503
1580,1580,30.016,30.000,0.0951926
1581,1581,30.015,30.000,0.0929472
1582,1582,30.015,30.000,0.0907598
1583,1583,30.015,30.000,0.0886632
1584,1584,30.014,30.000,0.0866364
1585,1585,30.014,30.000,0.0847002
1586,1586,30.014,30.000,0.0828297
1587,1587,30.013,30.000,0.0810076
1588,1588,30.013,30.000,0.0791074
1589,1589,30.013,30.000,0.0770644
1590,1590,30.012,30.000,0.0750125
1591,1591,30.012,30.000,0.0732505
1592,1592,30.012,30.000,0.0716361
1593,1593,30.012,30.000,0.0700344
1594,1594,30.011,30.000,0.0684399
1595,1595,30.011,30.000,0.066857
1596,1596,30.011,30.000,0.0652783
1597,1597,30.010,30.000,0.0637192
1598,1598,30.010,30.000,0.0621787
1599,1599,30.010,30.000,0.060706
1600,1600,30.010,30.000,0.0592263
1601,1601,30.010,30.000,0.0577426
1602,1602,30.009,30.000,0.0562689
1603,1603,30.009,30.000,0.0548693
1604,1604,30.009,30.000,0.0534284
1605,1605,30.009,30.000,0.0519819
1606,1606,30.008,30.000,0.0505466
1607,1607,30.008,30.000,0.0491434
1608,1608,30.008,30.000,0.0477401
1609,1609,30.008,30.000,0.046343
1610,1610,30.007,30.000,0.0449557
1611,1611,30.007,30.000,0.0436099
1612,1612,30.007,30.000,0.0422441
1613,1613,30.007,30.000,0.0408746
1614,1614,30.007,30.000,0.0394936
1615,1615,30.006,30.000,0.03787
1616,1616,30.006,30.000,0.035657
1617,1617,30.006,30.000,0.0336234
1618,1618,30.005,30.000,0.0322758
1619,1619,30.005,30.000,0.0312981
1620,1620,30.005,30.000,0.0302045
1621,1621,30.005,30.000,0.029072
1622,1622,30.005,30.000,0.028009
1623,1623,30.004,30.000,0.0267167
1624,1624,30.004,30.000,0.0255285
1625,1625,30.004,30.000,0.0243504
1626,1626,30.004,30.000,0.0231753
1627,1627,30.004,30.000,0.0221258
1628,1628,30.003,30.000,0.0211385
1629,1629,30.003,30.000,0.0203335
1630,1630,30.003,30.000,0.0195526
1631,1631,30.003,30.000,0.0172472
1632,1632,30.002,30.000,0.00975995
1633,1633,30.000,30.000,-0.000950243
1634,1634,29.998,30.000,-0.0108409
1635,1635,29.998,30.000,-0.0115004
1636,1636,29.999,30.000,-0.00891235
1637,1637,29.999,30.000,-0.00511911
1638,1638,30.000,30.000,-0.00196887
1639,1639,30.000,30.000,0.000443288
1640,1640,30.000,30.000,0.000405486
1641,1641,30.000,30.000,-0.000628757
1642,1642,30.000,30.000,-0.00254437
1643,1643,29.999,30.000,-0.00504881
1644,1644,29.999,30.000,-0.00805289
1645,1645,29.998,30.000,-0.0113839
1646,1646,29.998,30.000,-0.0146872
1647,1647,29.997,30.000,-0.01795
1648,1648,29.997,30.000,-0.0212323
1649,1649,29.996,30.000,-0.024479
1650,1650,29.995,30.000,-0.0276391
1651,1651,29.995,30.000,-0.0307602
1652,1652,29.994,30.000,-0.0335217
1653,1653,29.994,30.000,-0.0360924
1654,1654,29.994,30.000,-0.0383646
1655,1655,29.993,30.000,-0.0404378
1656,1656,29.993,30.000,-0.0423169
1657,1657,29.993,30.000,-0.0441477
1658,1658,29.992,30.000,-0.0457531
1659,1659,29.992,30.000,-0.0472427
1660,1660,29.992,30.000,-0.0486757
1661,1661,29.992,30.000,-0.0500568
1662,1662,29.992,30.000,-0.0509136
1663,1663,29.992,30.000,-0.0515688
1664,1664,29.991,30.000,-0.0518121
1665,1665,29.991,30.000,-0.0520727
1666,1666,29.991,30.000,-0.0522648
1667,1667,29.991,30.000,-0.0524541
1668,1668,29.991,30.000,-0.0525288
1669,1669,29.991,30.000,-0.0525949
1670,1670,29.991,30.000,-0.0525517
1671,1671,29.991,30.000,-0.052487
1672,1672,29.991,30.000,-0.0522614
1673,1673,29.991,30.000,-0.0520344
1674,1674,29.991,30.000,-0.0517968
1675,1675,29.992,30.000,-0.0515378
1676,1676,29.992,30.000,-0.0511789
1677,1677,29.992,30.000,-0.0508477
1678,1678,29.992,30.000,-0.0504472
1679,1679,29.992,30.000,-0.0499977
1680,1680,29.992,30.000,-0.0495037
1681,1681,29.992,30.000,-0.0490343
1682,1682,29.992,30.000,-0.0485458
1683,1683,29.992,30.000,-0.0480409
1684,1684,29.992,30.000,-0.0475005
1685,1685,29.992,30.000,-0.046967
1686,1686,29.992,30.000,-0.0464206
1687,1687,29.992,30.000,-0.0458624
1688,1688,29.993,30.000,-0.0452429
1689,1689,29.993,30.000,-0.0446426
1690,1690,29.993,30.000,-0.0440387
1691,1691,29.993,30.000,-0.0434262
1692,1692,29.993,30.000,-0.0427925
1693,1693,29.993,30.000,-0.0421795
1694,1694,29.993,30.000,-0.0415679
1695,1695,29.993,30.000,-0.0409559
1696,1696,29.993,30.000,-0.0403607
1697,1697,29.993,30.000,-0.0397482
1698,1698,29.994,30.000,-0.0391385
1699,1699,29.994,30.000,-0.0385393
1700,1700,29.994,30.000,-0.0379193
1701,1701,29.994,30.000,-0.0373047
1702,1702,29.994,30.000,-0.0366968
1703,1703,29.994,30.000,-0.0360944
1704,1704,29.994,30.000,-0.0354706
1705,1705,29.994,30.000,-0.0348659
1706,1706,29.994,30.000,-0.0342624
1707,1707,29.994,30.000,-0.0336544
1708,1708,29.995,30.000,-0.0330616
1709,1709,29.995,30.000,-0.0324631
1710,1710,29.995,30.000,-0.0318716
1711,1711,29.995,30.000,-0.0313003
1712,1712,29.995,30.000,-0.0307514
1713,1713,29.995,30.000,-0.0301822
1714,1714,29.995,30.000,-0.0296183
1715,1715,29.995,30.000,-0.0290638
1716,1716,29.995,30.000,-0.0285125
1717,1717,29.995,30.000,-0.027948
1718,1718,29.995,30.000,-0.0273788
1719,1719,29.996,30.000,-0.0268161
1720,1720,29.996,30.000,-0.0262429
1721,1721,29.996,30.000,-0.0256788
1722,1722,29.996,30.000,-0.0251328
1723,1723,29.996,30.000,-0.0245911
1724,1724,29.996,30.000,-0.0240681
1725,1725,29.996,30.000,-0.0235547
1726,1726,29.996,30.000,-0.0230569
1727,1727,29.996,30.000,-0.0225587
1728,1728,29.996,30.000,-0.0220587
1729,1729,29.996,30.000,-0.0215657
1730,1730,29.997,30.000,-0.0210666
1731,1731,29.997,30.000,-0.0205588
1732,1732,29.997,30.000,-0.0200581
1733,1733,29.997,30.000,-0.0195483
1734,1734,29.997,30.000,-0.0190302
1735,1735,29.997,30.000,-0.0185083
1736,1736,29.997,30.000,-0.018007
1737,1737,29.997,30.000,-0.0175245
1738,1738,29.997,30.000,-0.0170578
1739,1739,29.997,30.000,-0.0166092
1740,1740,29.997,30.000,-0.0161546
1741,1741,29.997,30.000,-0.0156937
1742,1742,29.997,30.000,-0.0152474
1743,1743,29.998,30.000,-0.0148097
1744,1744,29.998,30.000,-0.0143722
1745,1745,29.998,30.000,-0.0139176
1746,1746,29.998,30.000,-0.0134715
1747,1747,29.998,30.000,-0.0130361
1748,1748,29.998,30.000,-0.0125911
1749,1749,29.998,30.000,-0.0121681
1750,1750,29.998,30.000,-0.0117451
