Time/min,Temp/Cel,DSC/uW,DDSC/(uW/min)
0,29.997673034668,0.0459709167480469,0.761306762695313
0.0016666666666666668,29.9973220825195,0.0500125885009766,0.795089721679688
0.0033333333333333335,29.996955871582,0.0509738922119141,0.807518005371094
0.005,29.9966049194336,0.0498905181884766,0.804450988769531
0.006666666666666667,29.9962558746338,0.0482559204101563,0.7789306640625
0.008333333333333333,29.9959049224854,0.0462512969970703,0.725257873535156
0.01,29.9955387115479,0.0436897277832031,0.654167175292969
0.011666666666666667,29.9951877593994,0.0420551300048828,0.588981628417969
0.013333333333333334,29.9948062896729,0.0439815521240234,0.549888610839844
0.015,29.9944400787354,0.0501880645751953,0.540481567382813
0.016666666666666666,29.9940586090088,0.0583534240722656,0.544784545898438
0.018333333333333333,29.9936943054199,0.0658931732177734,0.537551879882813
0.02,29.9933128356934,0.0719833374023438,0.506080627441406
0.021666666666666667,29.9929466247559,0.0763759613037109,0.468315124511719
0.023333333333333334,29.9925498962402,0.0785102844238281,0.455245971679688
0.025,29.9921836853027,0.0786418914794922,0.474357604980469
0.02666666666666667,29.9918022155762,0.0779590606689453,0.501296997070313
0.028333333333333332,29.9914207458496,0.0773544311523438,0.506401062011719
0.03,29.9910564422607,0.0766067504882813,0.504913330078125
0.03166666666666667,29.9906749725342,0.0745334625244141,0.527664184570313
0.03333333333333333,29.9902935028076,0.0700893402099609,0.572662353515625
0.035,29.9899425506592,0.0637283325195313,0.628074645996094
0.03666666666666667,29.9895915985107,0.056915283203125,0.697906494140625
0.03833333333333333,29.9892253875732,0.0505409240722656,0.798179626464844
0.04,29.9888591766357,0.0448284149169922,0.934524536132813
0.041666666666666664,29.9884948730469,0.0402736663818359,1.09078216552734
0.043333333333333335,29.9881286621094,0.0373439788818359,1.24225616455078
0.045,29.9877471923828,0.0355472564697266,1.37178039550781
0.04666666666666667,29.9873809814453,0.0338630676269531,1.47944641113281
0.04833333333333333,29.9869995117188,0.0319232940673828,1.57502746582031
0.05,29.9866333007813,0.0300197601318359,1.66074371337891
0.051666666666666666,29.9862384796143,0.0281734466552734,1.73460388183594
0.05333333333333334,29.9858570098877,0.0257835388183594,1.80869293212891
0.055,29.9854755401611,0.022247314453125,1.91336059570313
0.056666666666666664,29.9850940704346,0.0174999237060547,2.07041931152344
0.058333333333333334,29.9846973419189,0.0123367309570313,2.26300048828125
0.06,29.9843158721924,0.00832176208496094,2.45056915283203
0.06166666666666667,29.9839344024658,0.00643348693847656,2.60879516601563
0.06333333333333334,29.983570098877,0.00533103942871094,2.74211883544922
0.065,29.9832038879395,0.00242996215820313,2.86468505859375
0.06666666666666667,29.9828224182129,-0.0030517578125,2.98665618896484
0.06833333333333333,29.9824256896973,-0.00939559936523438,3.11597442626953
0.07,29.9820442199707,-0.0140209197998047,3.22196960449219
0.07166666666666667,29.9816474914551,-0.0170993804931641,3.23057556152344
0.07333333333333333,29.9812679290771,-0.0200538635253906,3.10155487060547
0.075,29.9808864593506,-0.022857666015625,2.87214660644531
0.07666666666666666,29.980489730835,-0.0253849029541016,2.60147094726563
